i,j,k,total_count,odd_i_count,odd_j_count,odd_k_count,odd_i_pct,odd_j_pct,odd_k_pct,shannon_entropy,agreement_score
170,1164,1343,18,5,11,2,27.77777777777778,61.111111111111114,11.11111111111111,0.900908873225472,0.17995740397399096
172,651,773,14,2,7,5,14.285714285714285,50.0,35.714285714285715,0.9922819748525739,0.09678602261444236
173,469,967,13,10,1,2,76.92307692307693,7.6923076923076925,15.384615384615385,0.6870920273799715,0.374581884376189
173,836,904,16,1,15,0,6.25,93.75,0.0,0.2337916587064593,0.787193661387227
174,793,1156,15,6,3,6,40.0,20.0,40.0,1.0549201679861442,0.03977028213923883
174,932,1758,13,1,0,12,7.6923076923076925,0.0,92.3076923076923,0.2711893730418441,0.7531527948129749
174,942,1163,15,6,1,8,40.0,6.666666666666667,53.333333333333336,0.8823109245150755,0.19688598642498778
175,296,950,11,4,4,3,36.36363636363637,36.36363636363637,27.27272727272727,1.0900596587107838,0.0077849392779819615
176,480,596,15,5,2,8,33.33333333333333,13.333333333333334,53.333333333333336,0.9701157839869381,0.11696255904524144
176,503,511,14,1,3,10,7.142857142857142,21.428571428571427,71.42857142857143,0.7589367727620596,0.3091859789023951
177,217,1216,18,0,5,13,0.0,27.77777777777778,72.22222222222221,0.5908422462755826,0.4621922106916504
177,251,733,14,1,1,12,7.142857142857142,7.142857142857142,85.71428571428571,0.509137344082687,0.536563217675333
178,866,1054,16,1,13,2,6.25,81.25,12.5,0.6019239717322894,0.45210518948224665
179,1002,1227,19,0,12,7,0.0,63.1578947368421,36.84210526315789,0.6581099875431143,0.40096247390335804
181,674,1795,18,12,1,5,66.66666666666666,5.555555555555555,27.77777777777778,0.7867012379169144,0.28391367361213227
181,754,1396,16,3,1,12,18.75,6.25,75.0,0.7029189307735104,0.3601756160713565
182,789,1067,20,7,2,11,35.0,10.0,55.00000000000001,0.926506603289533,0.15665734595707748
182,842,1795,12,1,0,11,8.333333333333332,0.0,91.66666666666666,0.2868359830561607,0.7389106366142117
183,759,1798,15,8,2,5,53.333333333333336,13.333333333333334,33.33333333333333,0.9701157839869381,0.11696255904524144
185,1434,1594,18,4,2,12,22.22222222222222,11.11111111111111,66.66666666666666,0.8486855577264172,0.22749311428573993
187,434,1759,16,3,11,2,18.75,68.75,12.5,0.8314025204956377,0.24322481272844754
187,435,1433,19,1,5,13,5.263157894736842,26.31578947368421,68.42105263157895,0.7659373365785205,0.3028137911081479
188,585,1445,15,7,8,0,46.666666666666664,53.333333333333336,0.0,0.6909233093138181,0.37109450127173516
188,611,637,14,14,0,0,100.0,0.0,0.0,0.0,1.0
188,1281,1826,15,6,3,6,40.0,20.0,40.0,1.0549201679861442,0.03977028213923883
189,350,887,17,10,6,1,58.82352941176471,35.294117647058826,5.88235294117647,0.8463658296262874,0.22960462179758667
190,204,1112,19,3,3,13,15.789473684210526,15.789473684210526,68.42105263157895,0.8425434329028281,0.2330839172350092
191,207,1060,15,8,6,1,53.333333333333336,40.0,6.666666666666667,0.8823109245150755,0.19688598642498778
191,328,1284,15,2,3,10,13.333333333333334,20.0,66.66666666666666,0.8608513906312316,0.21641929595119025
191,658,1819,16,0,16,0,0.0,100.0,0.0,0.0,1.0
192,491,1824,17,17,0,0,100.0,0.0,0.0,0.0,1.0
192,559,1542,14,6,4,4,42.857142857142854,28.57142857142857,28.57142857142857,1.0789922078775833,0.017858967165124917
192,797,836,17,2,7,8,11.76470588235294,41.17647058823529,47.05882352941176,0.9718487712358767,0.11538512607201346
192,1230,1531,17,9,4,4,52.94117647058824,23.52941176470588,23.52941176470588,1.0176029861159162,0.07373784490468815
193,540,1677,14,3,8,3,21.428571428571427,57.14285714285714,21.428571428571427,0.9799711820833055,0.1079917891039045
194,787,1017,18,3,5,10,16.666666666666664,27.77777777777778,55.55555555555556,0.9809896824453153,0.10706471012206953
196,341,1717,14,10,2,2,71.42857142857143,14.285714285714285,14.285714285714285,0.796311640173813,0.27516590849424016
196,343,1419,15,4,10,1,26.666666666666668,66.66666666666666,6.666666666666667,0.8033149761408755,0.2687911973797732
196,824,1356,16,6,3,7,37.5,18.75,43.75,1.0433534269422904,0.05029878356158923
197,887,1690,16,1,3,12,6.25,18.75,75.0,0.7029189307735104,0.3601756160713565
198,409,836,18,1,5,12,5.555555555555555,27.77777777777778,66.66666666666666,0.7867012379169144,0.28391367361213227
199,437,915,18,10,0,8,55.55555555555556,0.0,44.44444444444444,0.6869615765973234,0.3747006257956995
199,733,1623,15,2,12,1,13.333333333333334,80.0,6.666666666666667,0.6277052571971504,0.42863805213926576
200,337,1370,18,1,12,5,5.555555555555555,66.66666666666666,27.77777777777778,0.7867012379169144,0.28391367361213227
200,497,984,17,8,4,5,47.05882352941176,23.52941176470588,29.411764705882355,1.0551016181686426,0.03960511906545017
201,323,1542,18,1,0,17,5.555555555555555,0.0,94.44444444444444,0.2145591551764051,0.8046998405265214
202,456,1805,14,2,2,10,14.285714285714285,14.285714285714285,71.42857142857143,0.796311640173813,0.27516590849424016
203,396,1320,19,3,7,9,15.789473684210526,36.84210526315789,47.368421052631575,1.0132690262497301,0.07768278518151717
203,1316,1354,18,2,4,12,11.11111111111111,22.22222222222222,66.66666666666666,0.8486855577264172,0.22749311428573993
204,260,867,13,1,12,0,7.6923076923076925,92.3076923076923,0.0,0.2711893730418441,0.7531527948129749
204,360,1671,18,12,5,1,66.66666666666666,27.77777777777778,5.555555555555555,0.7867012379169144,0.28391367361213227
205,331,1376,11,3,7,1,27.27272727272727,63.63636363636363,9.090909090909092,0.8599672810355049,0.21722404718585797
205,619,934,17,0,16,1,0.0,94.11764705882352,5.88235294117647,0.22371807606583377,0.7963630314593915
206,1830,1848,14,1,10,3,7.142857142857142,71.42857142857143,21.428571428571427,0.7589367727620596,0.3091859789023951
208,404,1530,14,4,3,7,28.57142857142857,21.428571428571427,50.0,1.0346012329101812,0.05826537388866426
209,403,646,15,3,1,11,20.0,6.666666666666667,73.33333333333333,0.7298712099831165,0.3356425942877741
209,569,1817,19,0,16,3,0.0,84.21052631578947,15.789473684210526,0.4361623253853443,0.6029879422574813
209,1111,1206,17,2,11,4,11.76470588235294,64.70588235294117,23.52941176470588,0.8739004142690673,0.20454156276685143
210,237,675,20,9,3,8,45.0,15.0,40.0,1.0104127537805414,0.08028267642490694
211,1279,1622,11,6,2,3,54.54545454545454,18.181818181818183,27.27272727272727,0.9949236325717752,0.09438148213510367
212,341,1128,16,4,9,3,25.0,56.25,18.75,0.9840865030829146,0.10424586249989909
212,348,358,12,1,4,7,8.333333333333332,33.33333333333333,58.333333333333336,0.887694275799104,0.19198584891555315
212,886,1609,17,13,1,3,76.47058823529412,5.88235294117647,17.647058823529413,0.6779087256441981,0.38294088584604025
213,451,1245,17,2,13,2,11.76470588235294,76.47058823529412,11.76470588235294,0.7086880282185832,0.3549243572746186
214,281,448,16,5,4,7,31.25,25.0,43.75,1.0717300941124526,0.02446922798237361
214,1251,1376,15,3,12,0,20.0,80.0,0.0,0.5004024235381879,0.5445140849964047
215,1207,1348,17,2,1,14,11.76470588235294,5.88235294117647,82.35294117647058,0.5783252866601273,0.4735856383317417
215,1371,1589,15,7,0,8,46.666666666666664,0.0,53.333333333333336,0.6909233093138181,0.37109450127173516
216,1540,1651,13,6,6,1,46.15384615384615,46.15384615384615,7.6923076923076925,0.9110175397125628,0.17075609920855273
218,959,1547,13,3,4,6,23.076923076923077,30.76923076923077,46.15384615384615,1.0579054247036734,0.03705298437339244
221,274,301,17,1,13,3,5.88235294117647,76.47058823529412,17.647058823529413,0.6779087256441981,0.38294088584604025
221,646,1199,15,5,7,3,33.33333333333333,46.666666666666664,20.0,1.0437570363314084,0.049931402463379126
221,896,1218,13,0,2,11,0.0,15.384615384615385,84.61538461538461,0.4293230219306162,0.6092133445447792
222,290,1632,15,2,7,6,13.333333333333334,46.666666666666664,40.0,0.9908353864438492,0.09810276412884722
225,520,1580,12,7,2,3,58.333333333333336,16.666666666666664,25.0,0.9596147939120492,0.1265209721298245
226,394,663,13,7,4,2,53.84615384615385,30.76923076923077,15.384615384615385,0.9839614460010255,0.10435969436140202
226,870,1464,15,8,1,6,53.333333333333336,6.666666666666667,40.0,0.8823109245150755,0.19688598642498778
227,1536,1632,15,14,0,1,93.33333333333333,0.0,6.666666666666667,0.24493002679463532,0.7770550818327606
228,809,1314,16,15,1,0,93.75,6.25,0.0,0.2337916587064593,0.787193661387227
228,1196,1502,18,5,0,13,27.77777777777778,0.0,72.22222222222221,0.5908422462755826,0.4621922106916504
229,785,1527,14,1,6,7,7.142857142857142,42.857142857142854,50.0,0.8982053397041498,0.18241826623559898
230,518,1014,16,2,0,14,12.5,0.0,87.5,0.37677016125643675,0.6570490198018722
231,408,539,19,8,9,2,42.10526315789473,47.368421052631575,10.526315789473683,0.9551311954514641,0.1306021193250927
232,376,1784,15,1,0,14,6.666666666666667,0.0,93.33333333333333,0.24493002679463532,0.7770550818327606
233,337,1619,19,1,10,8,5.263157894736842,52.63157894736842,42.10526315789473,0.8569977547780645,0.2199270264698786
233,656,1309,19,1,9,9,5.263157894736842,47.368421052631575,47.368421052631575,0.8628578006373906,0.21459298285888784
234,323,1757,16,6,8,2,37.5,50.0,12.5,0.9743147528693494,0.11314049285708527
235,628,1492,18,8,2,8,44.44444444444444,11.11111111111111,44.44444444444444,0.9649629230074277,0.1216528952381466
236,845,1677,19,1,18,0,5.263157894736842,94.73684210526315,0.0,0.20619205063323187,0.8123159072950054
236,1529,1554,13,1,4,8,7.6923076923076925,30.76923076923077,61.53846153846154,0.8587409130062869,0.21834033547233322
237,1573,1789,18,7,1,10,38.88888888888889,5.555555555555555,55.55555555555556,0.8544149816001841,0.22227796792986498
237,1768,1820,17,4,6,7,23.52941176470588,35.294117647058826,41.17647058823529,1.073383620336505,0.022964123550984872
238,307,771,16,4,1,11,25.0,6.25,68.75,0.7774621319109288,0.29232347031774397
238,500,1274,15,1,14,0,6.666666666666667,93.33333333333333,0.0,0.24493002679463532,0.7770550818327606
239,1751,1838,16,9,6,1,56.25,37.5,6.25,0.8647400965276372,0.21287964330346687
242,856,1035,16,14,1,1,87.5,6.25,6.25,0.4634135588264299,0.57818280060544
245,343,729,13,9,2,2,69.23076923076923,15.384615384615385,15.384615384615385,0.8305178252872478,0.24403009701073275
245,967,1161,12,9,2,1,75.0,16.666666666666664,8.333333333333332,0.7214636866925115,0.34329545178566145
246,259,1382,20,4,0,16,20.0,0.0,80.0,0.5004024235381879,0.5445140849964047
248,1203,1575,17,15,1,1,88.23529411764706,5.88235294117647,5.88235294117647,0.44375728426014843,0.5960747127650169
248,1233,1818,12,4,4,4,33.33333333333333,33.33333333333333,33.33333333333333,1.0986122886681096,2.220446049250313e-16
250,988,1088,17,4,3,10,23.52941176470588,17.647058823529413,58.82352941176471,0.9586918593253719,0.1273610633942287
251,593,833,16,6,7,3,37.5,43.75,18.75,1.0433534269422904,0.05029878356158923
252,690,1586,14,6,0,8,42.857142857142854,0.0,57.14285714285714,0.6829081047004717,0.37839025492024336
256,408,1515,16,8,2,6,50.0,12.5,37.5,0.9743147528693494,0.11314049285708527
257,576,1436,16,10,1,5,62.5,6.25,31.25,0.8305236914828463,0.2440247573693879
257,715,1322,16,9,5,2,56.25,31.25,12.5,0.9470571522825082,0.1379514301349548
258,956,1761,15,0,1,14,0.0,6.666666666666667,93.33333333333333,0.24493002679463532,0.7770550818327606
258,1390,1728,19,9,8,2,47.368421052631575,42.10526315789473,10.526315789473683,0.9551311954514641,0.1306021193250927
259,642,792,16,3,4,9,18.75,25.0,56.25,0.9840865030829146,0.10424586249989909
259,836,1840,15,10,4,1,66.66666666666666,26.666666666666668,6.666666666666667,0.8033149761408755,0.2687911973797732
264,281,559,15,3,11,1,20.0,73.33333333333333,6.666666666666667,0.7298712099831165,0.3356425942877741
264,355,1783,16,4,2,10,25.0,12.5,62.5,0.9002560512685369,0.1805516281271965
264,404,419,18,2,1,15,11.11111111111111,5.555555555555555,83.33333333333334,0.5566469035821068,0.49331815297919945
267,280,1413,16,7,0,9,43.75,0.0,56.25,0.6853142072764582,0.3762001259722926
267,529,1760,16,5,2,9,31.25,12.5,56.25,0.9470571522825082,0.1379514301349548
269,444,1708,16,8,0,8,50.0,0.0,50.0,0.6931471805599453,0.3690702464285426
269,800,1492,15,1,14,0,6.666666666666667,93.33333333333333,0.0,0.24493002679463532,0.7770550818327606
269,1063,1836,16,10,4,2,62.5,25.0,12.5,0.9002560512685369,0.1805516281271965
269,1461,1793,17,3,0,14,17.647058823529413,0.0,82.35294117647058,0.4659992569610426,0.5758291967350997
270,801,1752,13,1,4,8,7.6923076923076925,30.76923076923077,61.53846153846154,0.8587409130062869,0.21834033547233322
274,389,899,21,19,0,2,90.47619047619048,0.0,9.523809523809524,0.31449220128141064,0.7137368619254372
274,631,1340,17,11,0,6,64.70588235294117,0.0,35.294117647058826,0.649248354870898,0.40902867957356737
274,992,1783,18,0,1,17,0.0,5.555555555555555,94.44444444444444,0.2145591551764051,0.8046998405265214
275,344,1811,15,6,9,0,40.0,60.0,0.0,0.6730116670092565,0.3873983807106558
275,899,1486,12,1,7,4,8.333333333333332,58.333333333333336,33.33333333333333,0.887694275799104,0.19198584891555315
275,1146,1624,15,4,7,4,26.666666666666668,46.666666666666664,26.666666666666668,1.0606018056124555,0.034598632700291176
276,918,1762,13,3,9,1,23.076923076923077,69.23076923076923,7.6923076923076925,0.7902679680745903,0.2806670959118227
277,622,1534,14,9,3,2,64.28571428571429,21.428571428571427,14.285714285714285,0.8921178708188162,0.18795931920589992
278,1005,1227,14,13,1,0,92.85714285714286,7.142857142857142,0.0,0.25731864054383163,0.7657784796347136
280,667,1797,10,0,0,10,0.0,0.0,100.0,0.0,1.0
280,1219,1363,17,10,7,0,58.82352941176471,41.17647058823529,0.0,0.6774944044487072,0.383318017250599
281,571,1113,18,6,9,3,33.33333333333333,50.0,16.666666666666664,1.0114042647073518,0.07938016428569505
282,642,1205,18,10,1,7,55.55555555555556,5.555555555555555,38.88888888888889,0.8544149816001841,0.22227796792986498
283,1650,1787,21,15,6,0,71.42857142857143,28.57142857142857,0.0,0.5982695885852573,0.45543155237179933
284,1010,1153,16,2,4,10,12.5,25.0,62.5,0.9002560512685369,0.1805516281271965
284,1778,1849,16,10,4,2,62.5,25.0,12.5,0.9002560512685369,0.1805516281271965
285,499,1005,18,9,5,4,50.0,27.77777777777778,22.22222222222222,1.0366279688586069,0.05642055932639245
285,1337,1636,18,1,14,3,5.555555555555555,77.77777777777779,16.666666666666664,0.6546695645285008,0.4040940818874491
286,1144,1340,16,9,2,5,56.25,12.5,31.25,0.9470571522825082,0.1379514301349548
287,714,1641,13,13,0,0,100.0,0.0,0.0,0.0,1.0
288,600,1197,14,3,6,5,21.428571428571427,42.857142857142854,35.714285714285715,1.060944240790747,0.034286934768433364
288,975,1052,18,3,13,2,16.666666666666664,72.22222222222221,11.11111111111111,0.7777899315559316,0.2920250942223881
289,686,1425,14,2,12,0,14.285714285714285,85.71428571428571,0.0,0.410116318288409,0.6266960396141128
289,1232,1395,17,0,9,8,0.0,52.94117647058824,47.05882352941176,0.6914160776171183,0.3706459642324329
290,1010,1849,8,7,1,0,87.5,12.5,0.0,0.37677016125643675,0.6570490198018722
290,1133,1822,18,9,8,1,50.0,44.44444444444444,5.555555555555555,0.8675632284814613,0.21030991785715247
290,1466,1693,14,8,6,0,57.14285714285714,42.857142857142854,0.0,0.6829081047004717,0.37839025492024336
291,553,1412,11,3,7,1,27.27272727272727,63.63636363636363,9.090909090909092,0.8599672810355049,0.21722404718585797
291,756,1168,14,9,0,5,64.28571428571429,0.0,35.714285714285715,0.6517565611726531,0.4067456118092372
293,839,1498,17,16,1,0,94.11764705882352,5.88235294117647,0.0,0.22371807606583377,0.7963630314593915
294,1038,1685,14,0,6,8,0.0,42.857142857142854,57.14285714285714,0.6829081047004717,0.37839025492024336
295,320,1192,16,0,1,15,0.0,6.25,93.75,0.2337916587064593,0.787193661387227
295,539,1558,15,4,10,1,26.666666666666668,66.66666666666666,6.666666666666667,0.8033149761408755,0.2687911973797732
295,1078,1489,16,2,8,6,12.5,50.0,37.5,0.9743147528693494,0.11314049285708527
299,381,528,14,5,5,4,35.714285714285715,35.714285714285715,28.57142857142857,1.0933747175566466,0.004767442677901301
299,759,1059,18,3,4,11,16.666666666666664,22.22222222222222,61.111111111111114,0.9338238517147219,0.14999689940949712
299,1089,1790,15,9,3,3,60.0,20.0,20.0,0.9502705392332347,0.1350264792820728
299,1536,1604,17,2,13,2,11.76470588235294,76.47058823529412,11.76470588235294,0.7086880282185832,0.3549243572746186
300,1088,1779,14,0,1,13,0.0,7.142857142857142,92.85714285714286,0.25731864054383163,0.7657784796347136
301,619,1478,13,5,6,2,38.46153846153847,46.15384615384615,15.384615384615385,1.0123308391031736,0.07853675992423004
301,1154,1465,14,1,0,13,7.142857142857142,0.0,92.85714285714286,0.25731864054383163,0.7657784796347136
302,671,1715,15,13,1,1,86.66666666666667,6.666666666666667,6.666666666666667,0.48509409130221154,0.5584483294918265
302,779,1579,16,0,12,4,0.0,75.0,25.0,0.5623351446188083,0.4881404928570853
302,875,1533,15,4,10,1,26.666666666666668,66.66666666666666,6.666666666666667,0.8033149761408755,0.2687911973797732
304,367,853,15,1,14,0,6.666666666666667,93.33333333333333,0.0,0.24493002679463532,0.7770550818327606
304,554,1126,18,1,17,0,5.555555555555555,94.44444444444444,0.0,0.2145591551764051,0.8046998405265214
305,354,1312,11,3,8,0,27.27272727272727,72.72727272727273,0.0,0.5859526183035508,0.46664294187540545
305,361,727,18,1,5,12,5.555555555555555,27.77777777777778,66.66666666666666,0.7867012379169144,0.28391367361213227
305,420,1781,16,10,1,5,62.5,6.25,31.25,0.8305236914828463,0.2440247573693879
305,629,818,12,3,5,4,25.0,41.66666666666667,33.33333333333333,1.0775563270668007,0.01916596220385991
307,322,990,18,0,11,7,0.0,61.111111111111114,38.88888888888889,0.6682484776645385,0.39173402249606903
307,432,1369,20,13,5,2,65.0,25.0,10.0,0.8568409950394724,0.22006971533310082
307,766,1384,14,3,6,5,21.428571428571427,42.857142857142854,35.714285714285715,1.060944240790747,0.034286934768433364
308,884,1000,15,1,13,1,6.666666666666667,86.66666666666667,6.666666666666667,0.48509409130221154,0.5584483294918265
308,1262,1263,15,0,14,1,0.0,93.33333333333333,6.666666666666667,0.24493002679463532,0.7770550818327606
310,675,1490,11,3,5,3,27.27272727272727,45.45454545454545,27.27272727272727,1.0670895187820832,0.02869326168219255
311,463,1311,15,15,0,0,100.0,0.0,0.0,0.0,1.0
311,558,1545,11,0,0,11,0.0,0.0,100.0,0.0,1.0
311,783,978,17,1,2,14,5.88235294117647,11.76470588235294,82.35294117647058,0.5783252866601273,0.4735856383317417
312,879,1444,8,1,2,5,12.5,25.0,62.5,0.9002560512685369,0.1805516281271965
314,467,1788,16,4,1,11,25.0,6.25,68.75,0.7774621319109288,0.29232347031774397
314,879,1369,16,3,0,13,18.75,0.0,81.25,0.48257756517701206,0.5607389702858143
316,1338,1809,13,2,2,9,15.384615384615385,15.384615384615385,69.23076923076923,0.8305178252872478,0.24403009701073275
318,1400,1525,14,5,7,2,35.714285714285715,50.0,14.285714285714285,0.9922819748525739,0.09678602261444236
319,533,718,14,5,8,1,35.714285714285715,57.14285714285714,7.142857142857142,0.8760057656431737,0.20262518936030705
320,823,922,16,3,2,11,18.75,12.5,68.75,0.8314025204956377,0.24322481272844754
322,653,750,18,1,3,14,5.555555555555555,16.666666666666664,77.77777777777779,0.6546695645285008,0.4040940818874491
323,801,962,21,1,3,17,4.761904761904762,14.285714285714285,80.95238095238095,0.5940241655824705,0.45929590292255973
326,688,925,13,2,1,10,15.384615384615385,7.6923076923076925,76.92307692307693,0.6870920273799715,0.374581884376189
327,719,835,9,0,0,9,0.0,0.0,100.0,0.0,1.0
328,1729,1788,15,12,0,3,80.0,0.0,20.0,0.5004024235381879,0.5445140849964047
329,1243,1348,14,0,2,12,0.0,14.285714285714285,85.71428571428571,0.410116318288409,0.6266960396141128
332,601,1193,12,2,0,10,16.666666666666664,0.0,83.33333333333334,0.45056120886630463,0.589881513693482
333,1240,1770,16,1,3,12,6.25,18.75,75.0,0.7029189307735104,0.3601756160713565
333,1703,1761,17,1,15,1,5.88235294117647,88.23529411764706,5.88235294117647,0.44375728426014843,0.5960747127650169
334,1197,1469,15,9,6,0,60.0,40.0,0.0,0.6730116670092565,0.3873983807106558
335,1225,1713,15,1,1,13,6.666666666666667,6.666666666666667,86.66666666666667,0.48509409130221154,0.5584483294918265
336,341,1071,18,6,7,5,33.33333333333333,38.88888888888889,27.77777777777778,1.0893096789558299,0.008467600270116948
336,347,853,14,3,11,0,21.428571428571427,78.57142857142857,0.0,0.5195798391305154,0.5270580490589432
336,746,1193,18,0,4,14,0.0,22.22222222222222,77.77777777777779,0.5297061990576545,0.517840639030319
336,813,1726,16,1,0,15,6.25,0.0,93.75,0.2337916587064593,0.787193661387227
336,874,882,19,2,15,2,10.526315789473683,78.94736842105263,10.526315789473683,0.6605788876520756,0.39871518417755825
337,930,1002,12,0,0,12,0.0,0.0,100.0,0.0,1.0
338,350,1018,17,7,6,4,41.17647058823529,35.294117647058826,23.52941176470588,1.073383620336505,0.022964123550984872
338,376,1829,19,7,4,8,36.84210526315789,21.052631578947366,42.10526315789473,1.0601189359398382,0.035038159617655995
338,1591,1800,16,2,13,1,12.5,81.25,6.25,0.6019239717322894,0.45210518948224665
339,702,921,11,2,3,6,18.181818181818183,27.27272727272727,54.54545454545454,0.9949236325717752,0.09438148213510367
339,1196,1387,17,4,12,1,23.52941176470588,70.58823529411765,5.88235294117647,0.7529746827658885,0.31461290708958944
340,510,1199,16,0,16,0,0.0,100.0,0.0,0.0,1.0
341,443,1298,16,4,3,9,25.0,18.75,56.25,0.9840865030829146,0.10424586249989909
342,563,726,16,3,3,10,18.75,18.75,62.5,0.9214934308679616,0.16122053214503562
343,688,875,15,14,1,0,93.33333333333333,6.666666666666667,0.0,0.24493002679463532,0.7770550818327606
344,617,977,19,7,5,7,36.84210526315789,26.31578947368421,36.84210526315789,1.087074155537762,0.010502461377285166
347,1117,1700,18,15,0,3,83.33333333333334,0.0,16.666666666666664,0.45056120886630463,0.589881513693482
349,627,1414,17,1,10,6,5.88235294117647,58.82352941176471,35.294117647058826,0.8463658296262874,0.22960462179758667
350,849,1616,15,3,2,10,20.0,13.333333333333334,66.66666666666666,0.8608513906312316,0.21641929595119025
351,1192,1807,15,1,14,0,6.666666666666667,93.33333333333333,0.0,0.24493002679463532,0.7770550818327606
352,1415,1560,15,1,4,10,6.666666666666667,26.666666666666668,66.66666666666666,0.8033149761408755,0.2687911973797732
353,964,1732,15,11,4,0,73.33333333333333,26.666666666666668,0.0,0.5799151714181009,0.472138462859218
354,694,1280,18,9,8,1,50.0,44.44444444444444,5.555555555555555,0.8675632284814613,0.21030991785715247
354,1555,1583,14,5,8,1,35.714285714285715,57.14285714285714,7.142857142857142,0.8760057656431737,0.20262518936030705
355,439,1459,19,5,2,12,26.31578947368421,10.526315789473683,63.1578947368421,0.8785250991271565,0.20033199319823147
355,1244,1720,13,2,6,5,15.384615384615385,46.15384615384615,38.46153846153847,1.0123308391031736,0.07853675992423004
356,774,1369,18,0,1,17,0.0,5.555555555555555,94.44444444444444,0.2145591551764051,0.8046998405265214
361,496,561,15,0,11,4,0.0,73.33333333333333,26.666666666666668,0.5799151714181009,0.472138462859218
362,470,1492,13,0,5,8,0.0,38.46153846153847,61.53846153846154,0.666278442414676,0.39352722585833155
362,560,1301,14,3,5,6,21.428571428571427,35.714285714285715,42.857142857142854,1.060944240790747,0.034286934768433364
362,1182,1258,15,2,3,10,13.333333333333334,20.0,66.66666666666666,0.8608513906312316,0.21641929595119025
363,1650,1706,13,0,5,8,0.0,38.46153846153847,61.53846153846154,0.666278442414676,0.39352722585833155
365,796,1687,14,1,13,0,7.142857142857142,92.85714285714286,0.0,0.25731864054383163,0.7657784796347136
365,843,1150,18,0,17,1,0.0,94.44444444444444,5.555555555555555,0.2145591551764051,0.8046998405265214
365,964,977,14,2,11,1,14.285714285714285,78.57142857142857,7.142857142857142,0.6559757323365467,0.40290515671200844
365,1064,1670,16,8,2,6,50.0,12.5,37.5,0.9743147528693494,0.11314049285708527
365,1079,1333,19,1,4,14,5.263157894736842,21.052631578947366,73.68421052631578,0.708018976056273,0.3555333547974129
366,373,1498,16,2,4,10,12.5,25.0,62.5,0.9002560512685369,0.1805516281271965
366,428,514,19,14,5,0,73.68421052631578,26.31578947368421,0.0,0.5763341277567499,0.4753980692720432
367,914,1794,15,1,10,4,6.666666666666667,66.66666666666666,26.666666666666668,0.8033149761408755,0.2687911973797732
368,538,1463,17,1,15,1,5.88235294117647,88.23529411764706,5.88235294117647,0.44375728426014843,0.5960747127650169
369,1442,1518,14,12,2,0,85.71428571428571,14.285714285714285,0.0,0.410116318288409,0.6266960396141128
370,1382,1438,16,1,3,12,6.25,18.75,75.0,0.7029189307735104,0.3601756160713565
371,1389,1471,13,0,11,2,0.0,84.61538461538461,15.384615384615385,0.4293230219306162,0.6092133445447792
372,1115,1268,18,12,1,5,66.66666666666666,5.555555555555555,27.77777777777778,0.7867012379169144,0.28391367361213227
373,1152,1158,15,3,9,3,20.0,60.0,20.0,0.9502705392332347,0.1350264792820728
373,1220,1722,18,1,2,15,5.555555555555555,11.11111111111111,83.33333333333334,0.5566469035821068,0.49331815297919945
373,1227,1779,18,2,16,0,11.11111111111111,88.88888888888889,0.0,0.34883209584303193,0.6824793428572198
374,905,1450,21,11,5,5,52.38095238095239,23.809523809523807,23.809523809523807,1.0220830508128,0.06965991427975837
375,378,1216,20,0,1,19,0.0,5.0,95.0,0.1985152433458726,0.8193036384232145
375,781,1234,16,0,15,1,0.0,93.75,6.25,0.2337916587064593,0.787193661387227
377,394,791,17,1,6,10,5.88235294117647,35.294117647058826,58.82352941176471,0.8463658296262874,0.22960462179758667
378,1098,1739,16,11,3,2,68.75,18.75,12.5,0.8314025204956377,0.24322481272844754
383,745,1799,13,10,0,3,76.92307692307693,0.0,23.076923076923077,0.5402041423888608,0.5082849992113494
384,1674,1755,17,0,1,16,0.0,5.88235294117647,94.11764705882352,0.22371807606583377,0.7963630314593915
385,806,1591,15,3,0,12,20.0,0.0,80.0,0.5004024235381879,0.5445140849964047
387,658,977,19,17,1,1,89.47368421052632,5.263157894736842,5.263157894736842,0.40945861869508926,0.6272947035832889
388,467,1222,15,9,6,0,60.0,40.0,0.0,0.6730116670092565,0.3873983807106558
388,1192,1368,14,3,10,1,21.428571428571427,71.42857142857143,7.142857142857142,0.7589367727620596,0.3091859789023951
392,597,1744,20,5,3,12,25.0,15.0,60.0,0.9376369622724492,0.14652605660438878
393,1015,1165,16,11,3,2,68.75,18.75,12.5,0.8314025204956377,0.24322481272844754
394,1119,1781,14,5,1,8,35.714285714285715,7.142857142857142,57.14285714285714,0.8760057656431737,0.20262518936030705
395,491,1844,19,2,2,15,10.526315789473683,10.526315789473683,78.94736842105263,0.6605788876520756,0.39871518417755825
395,605,1115,16,10,4,2,62.5,25.0,12.5,0.9002560512685369,0.1805516281271965
396,1003,1668,15,5,7,3,33.33333333333333,46.666666666666664,20.0,1.0437570363314084,0.049931402463379126
397,821,1261,16,8,1,7,50.0,6.25,43.75,0.8815322611881636,0.19759475632947876
400,583,1829,15,15,0,0,100.0,0.0,0.0,0.0,1.0
401,710,787,15,9,4,2,60.0,26.666666666666668,13.333333333333334,0.9276173343271816,0.15564631499637782
401,1044,1349,13,11,1,1,84.61538461538461,7.6923076923076925,7.6923076923076925,0.5359610497090694,0.5121472286107087
401,1051,1240,20,2,0,18,10.0,0.0,90.0,0.3250829733914482,0.7040967257106154
