edge_id,node_a,node_b,similarity
1184,280,1219,0.000000
1185,280,1363,0.411765
1186,1219,1363,0.588235
1187,281,571,0.166667
1188,281,1113,0.500000
1189,571,1113,0.333333
1190,282,642,0.388889
1191,282,1205,0.055556
1192,642,1205,0.555556
1193,283,1650,0.000000
1194,283,1787,0.285714
1195,1650,1787,0.714286
1196,284,1010,0.625000
1197,284,1153,0.250000
1198,1010,1153,0.125000
1199,284,1778,0.125000
1200,284,1849,0.250000
1201,1778,1849,0.625000
1202,285,499,0.222222
1203,285,1005,0.277778
1204,499,1005,0.500000
1205,285,1337,0.166667
1206,285,1636,0.777778
1207,1337,1636,0.055556
1208,286,1144,0.312500
1209,286,1340,0.125000
1210,1144,1340,0.562500
1211,287,714,0.000000
1212,287,1641,0.000000
1213,714,1641,1.000000
1214,288,600,0.357143
1215,288,1197,0.428571
1216,600,1197,0.214286
1217,288,975,0.111111
1218,288,1052,0.722222
1219,975,1052,0.166667
1220,289,686,0.000000
1221,289,1425,0.857143
1222,686,1425,0.142857
1223,289,1232,0.470588
1224,289,1395,0.529412
1225,1232,1395,0.000000
1226,290,1010,0.000000
1227,290,1849,0.125000
1228,1010,1849,0.875000
1229,290,1133,0.055556
1230,290,1822,0.444444
1231,1133,1822,0.500000
1232,290,1466,0.000000
1233,290,1693,0.428571
1234,1466,1693,0.571429
1235,291,553,0.090909
1236,291,1412,0.636364
1237,553,1412,0.272727
1238,291,756,0.357143
1239,291,1168,0.000000
1240,756,1168,0.642857
1241,293,839,0.000000
1242,293,1498,0.058824
1243,839,1498,0.941176
1244,294,1038,0.571429
1245,294,1685,0.428571
1246,1038,1685,0.000000
1247,295,320,0.937500
1248,295,1192,0.062500
1249,320,1192,0.000000
1250,295,539,0.066667
1251,295,1558,0.666667
1252,539,1558,0.266667
1253,295,1078,0.375000
1254,295,1489,0.500000
1255,1078,1489,0.125000
1256,299,381,0.285714
1257,299,528,0.357143
1258,381,528,0.357143
1259,299,759,0.611111
1260,299,1059,0.222222
1261,759,1059,0.166667
1262,299,1089,0.200000
1263,299,1790,0.200000
1264,1089,1790,0.600000
1265,299,1536,0.117647
1266,299,1604,0.764706
1267,1536,1604,0.117647
1268,300,1088,0.928571
1269,300,1779,0.071429
1270,1088,1779,0.000000
1271,301,619,0.153846
1272,301,1478,0.461538
1273,619,1478,0.384615
1274,301,1154,0.928571
1275,301,1465,0.000000
1276,1154,1465,0.071429
1277,302,671,0.066667
1278,302,1715,0.066667
1279,671,1715,0.866667
1280,302,779,0.250000
1281,302,1579,0.750000
1282,779,1579,0.000000
1283,302,875,0.066667
1284,302,1533,0.666667
1285,875,1533,0.266667
1286,304,367,0.000000
1287,304,853,0.933333
1288,367,853,0.066667
1289,304,554,0.000000
1290,304,1126,0.944444
1291,554,1126,0.055556
1292,305,354,0.000000
1293,305,1312,0.727273
1294,354,1312,0.272727
1295,305,361,0.666667
1296,305,727,0.277778
1297,361,727,0.055556
1298,305,420,0.312500
1299,305,1781,0.062500
1300,420,1781,0.625000
1301,305,629,0.333333
1302,305,818,0.416667
1303,629,818,0.250000
1304,307,322,0.388889
1305,307,990,0.611111
1306,322,990,0.000000
1307,307,432,0.100000
1308,307,1369,0.250000
1309,432,1369,0.650000
1310,307,766,0.357143
1311,307,1384,0.428571
1312,766,1384,0.214286
1313,308,884,0.066667
1314,308,1000,0.866667
1315,884,1000,0.066667
1316,308,1262,0.066667
1317,308,1263,0.933333
1318,1262,1263,0.000000
1319,310,675,0.272727
1320,310,1490,0.454545
1321,675,1490,0.272727
1322,311,463,0.000000
1323,311,1311,0.000000
1324,463,1311,1.000000
1325,311,558,1.000000
1326,311,1545,0.000000
1327,558,1545,0.000000
1328,311,783,0.823529
1329,311,978,0.117647
1330,783,978,0.058824
1331,312,879,0.625000
1332,312,1444,0.250000
1333,879,1444,0.125000
1334,314,467,0.687500
1335,314,1788,0.062500
1336,467,1788,0.250000
1337,314,879,0.812500
1338,314,1369,0.000000
1339,879,1369,0.187500
1340,316,1338,0.692308
1341,316,1809,0.153846
1342,1338,1809,0.153846
1343,318,1400,0.142857
1344,318,1525,0.500000
1345,1400,1525,0.357143
1346,319,533,0.071429
1347,319,718,0.571429
1348,533,718,0.357143
1349,320,823,0.687500
1350,320,922,0.125000
1351,823,922,0.187500
1352,322,653,0.777778
1353,322,750,0.166667
1354,653,750,0.055556
1355,323,801,0.809524
1356,323,962,0.142857
1357,801,962,0.047619
1358,326,688,0.769231
1359,326,925,0.076923
1360,688,925,0.153846
1361,327,719,1.000000
1362,327,835,0.000000
1363,719,835,0.000000
1364,328,1729,0.200000
1365,328,1788,0.000000
1366,1729,1788,0.800000
1367,329,1243,0.857143
1368,329,1348,0.142857
1369,1243,1348,0.000000
1370,332,601,0.833333
1371,332,1193,0.000000
1372,601,1193,0.166667
1373,333,1240,0.750000
1374,333,1770,0.187500
1375,1240,1770,0.062500
1376,333,1703,0.058824
1377,333,1761,0.882353
1378,1703,1761,0.058824
1379,334,1197,0.000000
1380,334,1469,0.400000
1381,1197,1469,0.600000
1382,335,1225,0.866667
1383,335,1713,0.066667
1384,1225,1713,0.066667
1385,336,341,0.277778
1386,336,1071,0.388889
1387,341,1071,0.333333
1388,336,347,0.000000
1389,336,853,0.785714
1390,347,853,0.214286
1391,336,746,0.777778
1392,336,1193,0.222222
1393,746,1193,0.000000
1394,336,813,0.937500
1395,336,1726,0.000000
1396,813,1726,0.062500
1397,336,874,0.105263
1398,336,882,0.789474
1399,874,882,0.105263
1400,337,930,1.000000
1401,337,1002,0.000000
1402,930,1002,0.000000
1403,338,350,0.235294
1404,338,1018,0.352941
1405,350,1018,0.411765
1406,338,376,0.421053
1407,338,1829,0.210526
1408,376,1829,0.368421
1409,338,1591,0.062500
1410,338,1800,0.812500
1411,1591,1800,0.125000
1412,339,702,0.545455
1413,339,921,0.272727
1414,702,921,0.181818
1415,339,1196,0.058824
1416,339,1387,0.705882
1417,1196,1387,0.235294
1418,340,510,0.000000
1419,340,1199,1.000000
1420,510,1199,0.000000
1421,341,443,0.562500
1422,341,1298,0.187500
1423,443,1298,0.250000
1424,342,563,0.625000
1425,342,726,0.187500
1426,563,726,0.187500
1427,343,688,0.000000
1428,343,875,0.066667
1429,688,875,0.933333
1430,344,617,0.368421
1431,344,977,0.263158
1432,617,977,0.368421
1433,347,1117,0.166667
1434,347,1700,0.000000
1435,1117,1700,0.833333
1436,349,627,0.352941
1437,349,1414,0.588235
1438,627,1414,0.058824
1439,350,849,0.666667
1440,350,1616,0.133333
1441,849,1616,0.200000
1442,351,1192,0.000000
1443,351,1807,0.933333
1444,1192,1807,0.066667
1445,352,1415,0.666667
1446,352,1560,0.266667
1447,1415,1560,0.066667
1448,353,964,0.000000
1449,353,1732,0.266667
1450,964,1732,0.733333
1451,354,694,0.055556
1452,354,1280,0.444444
1453,694,1280,0.500000
1454,354,1555,0.071429
1455,354,1583,0.571429
1456,1555,1583,0.357143
1457,355,439,0.631579
1458,355,1459,0.105263
1459,439,1459,0.263158
1460,355,1244,0.384615
1461,355,1720,0.461538
1462,1244,1720,0.153846
1463,356,774,0.944444
1464,356,1369,0.055556
1465,774,1369,0.000000
1466,361,496,0.266667
1467,361,561,0.733333
1468,496,561,0.000000
1469,362,470,0.615385
1470,362,1492,0.384615
1471,470,1492,0.000000
1472,362,560,0.428571
1473,362,1301,0.357143
1474,560,1301,0.214286
1475,362,1182,0.666667
1476,362,1258,0.200000
1477,1182,1258,0.133333
1478,363,1650,0.615385
1479,363,1706,0.384615
1480,1650,1706,0.000000
1481,365,796,0.000000
1482,365,1687,0.928571
1483,796,1687,0.071429
1484,365,843,0.055556
1485,365,1150,0.944444
1486,843,1150,0.000000
1487,365,964,0.071429
1488,365,977,0.785714
1489,964,977,0.142857
1490,365,1064,0.375000
1491,365,1670,0.125000
1492,1064,1670,0.500000
1493,365,1079,0.736842
1494,365,1333,0.210526
1495,1079,1333,0.052632
1496,366,373,0.625000
1497,366,1498,0.250000
1498,373,1498,0.125000
1499,366,428,0.000000
1500,366,514,0.263158
1501,428,514,0.736842
1502,367,914,0.266667
1503,367,1794,0.666667
1504,914,1794,0.066667
1505,368,538,0.058824
1506,368,1463,0.882353
1507,538,1463,0.058824
1508,369,1442,0.000000
1509,369,1518,0.142857
1510,1442,1518,0.857143
1511,370,1382,0.750000
1512,370,1438,0.187500
1513,1382,1438,0.062500
1514,371,1389,0.153846
1515,371,1471,0.846154
1516,1389,1471,0.000000
1517,372,1115,0.277778
1518,372,1268,0.055556
1519,1115,1268,0.666667
1520,373,1152,0.200000
1521,373,1158,0.600000
1522,1152,1158,0.200000
1523,373,1220,0.833333
1524,373,1722,0.111111
1525,1220,1722,0.055556
1526,373,1227,0.000000
1527,373,1779,0.888889
1528,1227,1779,0.111111
1529,374,905,0.238095
1530,374,1450,0.238095
1531,905,1450,0.523810
1532,375,378,0.950000
1533,375,1216,0.050000
1534,378,1216,0.000000
1535,375,781,0.062500
1536,375,1234,0.937500
1537,781,1234,0.000000
1538,377,394,0.588235
1539,377,791,0.352941
1540,394,791,0.058824
1541,378,1098,0.125000
1542,378,1739,0.187500
1543,1098,1739,0.687500
1544,383,745,0.230769
1545,383,1799,0.000000
1546,745,1799,0.769231
1547,384,1674,0.941176
1548,384,1755,0.058824
1549,1674,1755,0.000000
1550,385,806,0.800000
1551,385,1591,0.000000
1552,806,1591,0.200000
1553,387,658,0.052632
1554,387,977,0.052632
1555,658,977,0.894737
1556,388,467,0.000000
1557,388,1222,0.400000
1558,467,1222,0.600000
1559,388,1192,0.071429
1560,388,1368,0.714286
1561,1192,1368,0.214286
1562,392,597,0.600000
1563,392,1744,0.150000
1564,597,1744,0.250000
1565,393,1015,0.125000
1566,393,1165,0.187500
1567,1015,1165,0.687500
1568,394,1119,0.571429
1569,394,1781,0.071429
1570,1119,1781,0.357143
1571,395,491,0.789474
1572,395,1844,0.105263
1573,491,1844,0.105263
1574,395,605,0.125000
1575,395,1115,0.250000
1576,605,1115,0.625000
1577,396,1003,0.200000
1578,396,1668,0.466667
1579,1003,1668,0.333333
1580,397,821,0.437500
1581,397,1261,0.062500
1582,821,1261,0.500000
1583,400,583,0.000000
1584,400,1829,0.000000
1585,583,1829,1.000000
1586,401,710,0.133333
1587,401,787,0.266667
1588,710,787,0.600000
1589,401,1044,0.076923
1590,401,1349,0.076923
1591,1044,1349,0.846154
1592,401,1051,0.900000
1593,401,1240,0.000000
1594,1051,1240,0.100000
1595,402,632,0.133333
1596,402,1145,0.000000
1597,632,1145,0.866667
1598,404,1028,0.142857
1599,404,1461,0.761905
1600,1028,1461,0.095238
1601,404,1255,0.285714
1602,404,1680,0.214286
1603,1255,1680,0.500000
1604,404,1516,0.631579
1605,404,1544,0.315789
1606,1516,1544,0.052632
1607,405,638,0.000000
1608,405,1213,0.857143
1609,638,1213,0.142857
1610,405,771,0.250000
1611,405,1005,0.666667
1612,771,1005,0.083333
1613,405,849,0.636364
1614,405,1394,0.181818
1615,849,1394,0.181818
1616,405,1439,0.933333
1617,405,1514,0.066667
1618,1439,1514,0.000000
1619,407,1205,0.555556
1620,407,1309,0.166667
1621,1205,1309,0.277778
1622,408,977,0.666667
1623,408,1584,0.250000
1624,977,1584,0.083333
1625,412,633,0.000000
1626,412,1231,1.000000
1627,633,1231,0.000000
1628,412,875,0.500000
1629,412,1835,0.312500
1630,875,1835,0.187500
1631,413,682,0.071429
1632,413,821,0.571429
1633,682,821,0.357143
1634,413,1351,0.200000
1635,413,1427,0.600000
1636,1351,1427,0.200000
1637,414,618,0.466667
1638,414,702,0.266667
1639,618,702,0.266667
1640,416,638,0.692308
1641,416,1305,0.230769
1642,638,1305,0.076923
1643,416,657,0.000000
1644,416,1540,1.000000
1645,657,1540,0.000000
1646,416,685,0.400000
1647,416,1070,0.400000
1648,685,1070,0.200000
1649,417,702,0.000000
1650,417,1128,0.000000
1651,702,1128,1.000000
1652,417,848,0.000000
1653,417,1094,0.000000
1654,848,1094,1.000000
1655,417,1046,0.307692
1656,417,1733,0.692308
1657,1046,1733,0.000000
1658,417,1241,0.062500
1659,417,1585,0.750000
1660,1241,1585,0.187500
1661,419,715,0.142857
1662,419,744,0.761905
1663,715,744,0.095238
1664,421,664,0.833333
1665,421,781,0.111111
1666,664,781,0.055556
1667,421,1315,0.437500
1668,421,1580,0.250000
1669,1315,1580,0.312500
1670,424,490,0.857143
1671,424,1534,0.142857
1672,490,1534,0.000000
1673,424,689,0.500000
1674,424,883,0.214286
1675,689,883,0.285714
1676,424,731,0.166667
1677,424,1773,0.277778
1678,731,1773,0.555556
1679,425,1599,0.250000
1680,425,1601,0.312500
1681,1599,1601,0.437500
1682,426,1291,0.062500
1683,426,1355,0.625000
1684,1291,1355,0.312500
1685,428,604,0.375000
1686,428,1809,0.062500
1687,604,1809,0.562500
1688,429,722,0.461538
1689,429,1308,0.461538
1690,722,1308,0.076923
1691,432,1400,0.000000
1692,432,1460,0.866667
1693,1400,1460,0.133333
1694,433,769,0.437500
1695,433,1543,0.375000
1696,769,1543,0.187500
1697,434,1091,0.928571
1698,434,1490,0.071429
1699,1091,1490,0.000000
1700,437,1219,0.866667
1701,437,1408,0.066667
1702,1219,1408,0.066667
1703,437,1356,0.200000
1704,437,1829,0.050000
1705,1356,1829,0.750000
1706,438,1091,0.052632
1707,438,1354,0.526316
1708,1091,1354,0.421053
1709,438,1268,0.315789
1710,438,1832,0.631579
1711,1268,1832,0.052632
1712,440,465,0.000000
1713,440,1133,0.933333
1714,465,1133,0.066667
1715,441,740,0.062500
1716,441,1368,0.625000
1717,740,1368,0.312500
1718,442,450,0.062500
1719,442,1074,0.875000
1720,450,1074,0.062500
1721,442,1194,0.333333
1722,442,1626,0.266667
1723,1194,1626,0.400000
1724,444,801,0.076923
1725,444,1042,0.000000
1726,801,1042,0.923077
1727,446,1187,0.105263
1728,446,1805,0.736842
1729,1187,1805,0.157895
1730,447,1003,0.200000
1731,447,1006,0.466667
1732,1003,1006,0.333333
1733,448,1581,0.230769
1734,448,1629,0.692308
1735,1581,1629,0.076923
1736,448,1692,0.076923
1737,448,1766,0.769231
1738,1692,1766,0.153846
1739,449,1372,0.235294
1740,449,1653,0.647059
1741,1372,1653,0.117647
1742,451,673,1.000000
1743,451,1117,0.000000
1744,673,1117,0.000000
1745,451,950,0.153846
1746,451,1451,0.461538
1747,950,1451,0.384615
1748,452,897,0.000000
1749,452,1283,1.000000
1750,897,1283,0.000000
1751,453,1083,0.785714
1752,453,1781,0.000000
1753,1083,1781,0.214286
1754,454,482,0.333333
1755,454,1040,0.400000
1756,482,1040,0.266667
1757,455,1237,0.176471
1758,455,1787,0.647059
1759,1237,1787,0.176471
1760,455,1251,0.352941
1761,455,1264,0.117647
1762,1251,1264,0.529412
1763,459,1241,0.111111
1764,459,1617,0.055556
1765,1241,1617,0.833333
1766,460,1082,0.000000
1767,460,1774,0.333333
1768,1082,1774,0.666667
1769,460,1393,0.000000
1770,460,1838,0.363636
1771,1393,1838,0.636364
1772,463,636,0.214286
1773,463,645,0.142857
1774,636,645,0.642857
1775,463,676,0.625000
1776,463,1575,0.375000
1777,676,1575,0.000000
1778,463,1730,0.615385
1779,463,1741,0.384615
1780,1730,1741,0.000000
1781,465,668,0.000000
1782,465,1765,0.000000
1783,668,1765,1.000000
1784,466,908,0.615385
1785,466,1767,0.153846
1786,908,1767,0.230769
1787,467,659,0.125000
1788,467,1240,0.500000
1789,659,1240,0.375000
1790,467,1093,0.142857
1791,467,1499,0.571429
1792,1093,1499,0.285714
1793,468,672,0.692308
1794,468,964,0.153846
1795,672,964,0.153846
1796,469,857,0.076923
1797,469,1566,0.615385
1798,857,1566,0.307692
1799,469,1373,0.235294
1800,469,1489,0.529412
1801,1373,1489,0.235294
1802,470,1006,0.055556
1803,470,1314,0.277778
1804,1006,1314,0.428571
1805,474,1686,0.000000
1806,474,1691,0.916667
1807,1686,1691,0.083333
1808,478,864,0.333333
1809,478,972,0.200000
1810,864,972,0.466667
1811,478,924,0.187500
1812,478,1065,0.125000
1813,924,1065,0.687500
1814,479,1290,0.625000
1815,479,1657,0.250000
1816,1290,1657,0.125000
1817,480,911,0.333333
1818,480,1426,0.166667
1819,911,1426,0.500000
1820,480,1006,0.058824
1821,480,1314,0.764706
1822,482,609,0.090909
1823,482,1389,0.909091
1824,609,1389,0.000000
1825,482,1107,0.000000
1826,482,1646,0.866667
1827,1107,1646,0.133333
1828,482,1182,0.000000
1829,482,1750,0.941176
1830,1182,1750,0.058824
1831,483,499,0.066667
1832,483,1422,0.000000
1833,499,1422,0.933333
1834,483,1453,0.642857
1835,483,1568,0.214286
1836,1453,1568,0.142857
1837,484,1662,0.529412
1838,484,1802,0.117647
1839,1662,1802,0.352941
1840,486,498,0.526316
1841,486,1291,0.210526
1842,498,1291,0.263158
1843,487,946,0.066667
1844,487,1436,0.000000
1845,946,1436,0.933333
1846,487,1216,0.066667
1847,487,1755,0.133333
1848,1216,1755,0.800000
1849,489,833,0.285714
1850,489,1280,0.714286
1851,833,1280,0.000000
1852,492,994,0.000000
1853,492,1754,0.000000
1854,994,1754,1.000000
1855,493,1009,0.687500
1856,493,1486,0.125000
1857,1009,1486,0.187500
1858,495,752,0.058824
1859,495,1774,0.176471
1860,752,1774,0.764706
1861,496,1311,0.133333
1862,496,1675,0.800000
1863,1311,1675,0.066667
1864,497,525,0.444444
1865,497,1062,0.555556
1866,525,1062,0.000000
1867,499,805,0.176471
1868,499,940,0.588235
1869,805,940,0.235294
1870,503,1658,0.526316
1871,503,1675,0.000000
1872,1658,1675,0.473684
1873,504,1102,0.800000
1874,504,1604,0.133333
1875,1102,1604,0.066667
1876,506,620,0.538462
1877,506,815,0.000000
1878,620,815,0.461538
1879,506,970,0.333333
1880,506,1525,0.333333
1881,970,1525,0.333333
1882,508,960,0.312500
1883,508,1240,0.187500
1884,960,1240,0.500000
1885,509,994,0.058824
1886,509,1503,0.058824
1887,994,1503,0.882353
1888,509,1014,0.133333
1889,509,1297,0.800000
1890,1014,1297,0.066667
1891,512,595,0.687500
1892,512,814,0.187500
1893,595,814,0.125000
1894,512,690,0.642857
1895,512,1486,0.142857
1896,690,1486,0.214286
1897,513,1155,0.125000
1898,513,1156,0.750000
1899,1155,1156,0.125000
1900,515,714,0.600000
1901,515,728,0.000000
1902,714,728,0.400000
1903,515,1078,0.100000
1904,515,1332,0.900000
1905,1078,1332,0.000000
1906,516,1205,0.733333
1907,516,1683,0.200000
1908,1205,1683,0.066667
1909,518,538,0.444444
1910,518,1187,0.111111
1911,538,1187,0.444444
1912,519,557,0.428571
1913,519,739,0.214286
1914,557,739,0.357143
1915,519,897,0.666667
1916,519,1521,0.333333
1917,897,1521,0.000000
1918,519,1271,0.500000
1919,519,1704,0.285714
1920,1271,1704,0.214286
1921,525,639,0.000000
1922,525,694,1.000000
1923,639,694,0.000000
1924,526,1591,0.764706
1925,526,1844,0.000000
1926,1591,1844,0.235294
1927,528,1031,0.230769
1928,528,1375,0.692308
1929,1031,1375,0.076923
1930,531,647,0.176471
1931,531,1548,0.764706
1932,647,1548,0.058824
1933,532,624,0.611111
1934,532,771,0.055556
1935,624,771,0.333333
1936,533,563,0.571429
1937,533,1298,0.071429
1938,563,1298,0.357143
1939,535,1108,0.294118
1940,535,1293,0.294118
1941,1108,1293,0.411765
1942,536,822,0.470588
1943,536,1483,0.235294
1944,822,1483,0.294118
1945,536,1003,0.000000
1946,536,1542,0.000000
1947,1003,1542,1.000000
1948,538,541,0.000000
1949,538,1560,1.000000
1950,541,1560,0.000000
1951,538,1163,0.705882
1952,538,1223,0.176471
1953,1163,1223,0.117647
1954,542,720,0.800000
1955,542,1524,0.066667
1956,720,1524,0.133333
1957,543,717,0.733333
1958,543,1736,0.266667
1959,717,1736,0.000000
1960,543,966,1.000000
1961,543,1113,0.000000
1962,966,1113,0.000000
1963,545,1021,0.230769
1964,545,1179,0.307692
1965,1021,1179,0.461538
1966,546,689,0.062500
1967,546,1731,0.312500
1968,689,1731,0.625000
1969,547,1000,0.846154
1970,547,1442,0.000000
1971,1000,1442,0.153846
1972,553,1303,0.357143
1973,553,1730,0.357143
1974,1303,1730,0.285714
1975,556,983,0.312500
1976,556,1820,0.062500
1977,983,1820,0.625000
1978,557,881,0.500000
1979,557,1669,0.187500
1980,881,1669,0.312500
1981,558,563,0.058824
1982,558,1796,0.823529
1983,563,1796,0.117647
1984,560,947,0.222222
1985,560,1049,0.277778
1986,947,1049,0.500000
1987,561,867,0.000000
1988,561,1262,0.000000
1989,867,1262,1.000000
1990,562,647,0.000000
1991,562,840,0.181818
1992,647,840,0.818182
1993,562,901,0.200000
1994,562,1346,0.466667
1995,901,1346,0.333333
1996,563,1296,0.555556
1997,563,1476,0.000000
1998,1296,1476,0.444444
1999,565,587,0.388889
2000,565,1059,0.222222
2001,587,1059,0.388889
2002,572,1617,0.062500
2003,572,1853,0.875000
2004,1617,1853,0.062500
2005,576,1034,0.222222
2006,576,1840,0.777778
2007,1034,1840,0.000000
2008,577,1058,0.277778
2009,577,1487,0.222222
2010,1058,1487,0.500000
2011,578,618,0.214286
2012,578,1167,0.071429
2013,618,1167,0.714286
2014,580,790,0.250000
2015,580,1171,0.687500
2016,790,1171,0.062500
2017,583,756,0.333333
2018,583,947,0.555556
2019,756,947,0.111111
2020,583,1092,0.200000
2021,583,1272,0.800000
2022,1092,1272,0.000000
2023,585,649,0.200000
2024,585,1019,0.133333
2025,649,1019,0.666667
2026,585,1091,0.333333
2027,585,1793,0.083333
2028,1091,1793,0.583333
2029,586,906,0.857143
2030,586,979,0.000000
2031,906,979,0.142857
2032,587,864,0.090909
2033,587,1408,0.454545
2034,864,1408,0.454545
2035,588,1162,0.000000
2036,588,1593,0.800000
2037,1162,1593,0.200000
2038,590,1059,0.400000
2039,590,1521,0.333333
2040,1059,1521,0.266667
2041,591,775,0.666667
2042,591,1605,0.200000
2043,775,1605,0.133333
2044,591,1288,0.000000
2045,591,1511,0.944444
2046,1288,1511,0.055556
2047,598,1108,0.142857
2048,598,1353,0.285714
2049,1108,1353,0.571429
2050,601,1536,0.400000
2051,601,1773,0.300000
2052,1536,1773,0.300000
2053,604,899,0.166667
2054,604,1127,0.000000
2055,899,1127,0.833333
2056,604,1606,0.062500
2057,604,1803,0.062500
2058,1606,1803,0.875000
2059,605,1161,0.437500
2060,605,1351,0.375000
2061,1161,1351,0.187500
2062,606,750,0.500000
2063,606,1404,0.062500
2064,750,1404,0.437500
2065,607,703,0.000000
2066,607,1133,0.055556
2067,703,1133,0.944444
2068,610,751,0.611111
2069,610,1033,0.111111
2070,751,1033,0.277778
2071,612,794,0.411765
2072,612,969,0.176471
2073,794,969,0.411765
2074,613,699,0.375000
2075,613,1809,0.437500
2076,699,1809,0.187500
2077,613,1144,0.538462
2078,613,1238,0.384615
2079,1144,1238,0.076923
2080,615,641,0.333333
2081,615,667,0.583333
2082,641,667,0.083333
2083,617,833,0.846154
2084,617,834,0.076923
2085,833,834,0.076923
2086,622,701,0.923077
2087,622,1820,0.076923
2088,701,1820,0.000000
2089,622,1019,0.769231
2090,622,1069,0.153846
2091,1019,1069,0.076923
2092,622,1190,0.000000
2093,622,1197,0.000000
2094,1190,1197,1.000000
2095,622,1194,0.315789
2096,622,1797,0.368421
2097,1194,1797,0.315789
2098,623,1238,0.647059
2099,623,1417,0.352941
2100,1238,1417,0.000000
2101,625,647,0.071429
2102,625,790,0.214286
2103,647,790,0.714286
2104,625,886,0.571429
2105,625,918,0.214286
2106,886,918,0.214286
2107,627,656,0.388889
2108,627,1665,0.611111
2109,656,1665,0.000000
2110,628,1112,0.272727
2111,628,1285,0.727273
2112,1112,1285,0.000000
2113,628,1497,0.066667
2114,628,1826,0.200000
2115,1497,1826,0.733333
2116,629,1420,0.857143
2117,629,1850,0.071429
2118,1420,1850,0.071429
2119,630,716,0.571429
2120,630,1043,0.142857
2121,716,1043,0.285714
2122,631,1058,0.866667
2123,631,1683,0.066667
2124,1058,1683,0.066667
2125,631,1084,0.312500
2126,631,1206,0.687500
2127,1084,1206,0.000000
2128,636,1463,0.000000
2129,636,1845,0.857143
2130,1463,1845,0.142857
2131,637,1449,0.650000
2132,637,1498,0.250000
2133,1449,1498,0.100000
2134,638,1019,0.200000
2135,638,1490,0.133333
2136,1019,1490,0.666667
2137,644,1333,0.062500
2138,644,1622,0.125000
2139,1333,1622,0.812500
2140,645,911,0.000000
2141,645,1349,0.866667
2142,911,1349,0.133333
2143,646,674,0.750000
2144,646,721,0.062500
2145,674,721,0.187500
2146,648,1425,0.166667
2147,648,1785,0.722222
2148,1425,1785,0.111111
2149,649,1488,0.250000
2150,649,1824,0.700000
2151,1488,1824,0.050000
2152,650,695,0.631579
2153,650,1227,0.368421
2154,695,1227,0.000000
2155,650,908,0.611111
2156,650,1320,0.111111
2157,908,1320,0.277778
2158,653,861,0.375000
2159,653,1832,0.375000
2160,861,1832,0.250000
2161,654,1001,0.142857
2162,654,1400,0.428571
2163,1001,1400,0.428571
2164,656,1122,0.062500
2165,656,1792,0.062500
2166,1122,1792,0.875000
2167,657,774,0.529412
2168,657,1109,0.470588
2169,774,1109,0.000000
2170,659,745,0.625000
2171,659,992,0.375000
2172,745,992,0.000000
2173,659,842,0.875000
2174,659,1542,0.062500
2175,842,1542,0.062500
2176,660,997,0.941176
2177,660,1690,0.058824
2178,997,1690,0.000000
2179,662,682,1.000000
2180,662,1357,0.000000
2181,682,1357,0.000000
2182,662,859,0.066667
2183,662,1817,0.933333
2184,859,1817,0.000000
2185,662,1118,0.222222
2186,662,1165,0.444444
2187,1118,1165,0.333333
2188,665,972,0.500000
2189,665,1659,0.071429
2190,972,1659,0.428571
2191,666,699,0.315789
2192,666,1007,0.157895
2193,699,1007,0.526316
2194,668,935,0.750000
2195,668,1077,0.000000
2196,935,1077,0.250000
2197,669,870,0.461538
2198,669,1832,0.307692
2199,870,1832,0.230769
2200,670,1086,0.200000
2201,670,1367,0.133333
2202,1086,1367,0.666667
2203,674,853,0.388889
2204,674,1204,0.000000
2205,853,1204,0.611111
2206,675,910,0.187500
2207,675,1139,0.000000
2208,910,1139,0.812500
2209,676,1189,0.384615
2210,676,1696,0.307692
2211,1189,1696,0.307692
2212,678,1140,0.000000
2213,678,1817,0.692308
2214,1140,1817,0.307692
2215,679,1471,0.294118
2216,679,1519,0.647059
2217,1471,1519,0.058824
2218,680,1368,0.583333
2219,680,1438,0.166667
2220,1368,1438,0.250000
2221,682,1483,0.866667
2222,682,1816,0.000000
2223,1483,1816,0.133333
2224,684,1467,0.214286
2225,684,1793,0.428571
2226,1467,1793,0.357143
2227,687,790,0.615385
2228,687,1336,0.230769
2229,790,1336,0.153846
2230,687,1600,0.000000
2231,687,1829,0.266667
2232,1600,1829,0.733333
2233,688,1419,0.642857
2234,688,1748,0.214286
2235,1419,1748,0.142857
2236,688,1664,0.733333
2237,688,1740,0.133333
2238,1664,1740,0.133333
2239,691,911,0.388889
2240,691,1567,0.166667
2241,911,1567,0.444444
2242,691,966,0.235294
2243,691,1776,0.588235
2244,966,1776,0.176471
2245,693,905,0.200000
2246,693,1798,0.800000
2247,905,1798,0.000000
2248,694,1322,0.846154
2249,694,1576,0.153846
2250,1322,1576,0.000000
2251,695,1051,0.052632
2252,695,1659,0.894737
2253,1051,1659,0.052632
2254,696,927,0.058824
2255,696,1503,0.941176
2256,927,1503,0.000000
2257,699,991,0.176471
2258,699,1368,0.823529
2259,991,1368,0.000000
2260,699,1398,0.705882
2261,699,1568,0.176471
2262,1398,1568,0.117647
2263,702,874,0.411765
2264,702,1608,0.235294
2265,874,1608,0.352941
2266,704,812,0.333333
2267,704,1029,0.416667
2268,812,1029,0.250000
2269,706,731,0.000000
2270,706,1160,1.000000
