edge_id,node_a,node_b,similarity
163354,630,1996,1.000000
163355,277,2519,0.000000
163356,630,2519,1.000000
163357,1434,1996,0.285714
163358,1434,2519,0.302326
163359,321,623,0.000000
163360,623,812,0.000000
163361,623,813,0.000000
163362,623,884,0.000000
163363,321,986,0.000000
163364,623,986,1.000000
163365,321,1134,0.142857
163366,623,1134,1.000000
163367,321,1868,0.000000
163368,623,1868,1.000000
163369,812,1868,0.000000
163370,813,1868,0.000000
163371,884,1868,0.000000
163372,986,1868,1.000000
163373,1134,1868,1.000000
163374,604,788,0.000000
163375,788,2089,0.000000
163376,217,421,0.000000
163377,56,2901,0.400000
163378,1493,2901,0.000000
163379,1879,2901,0.000000
163380,695,1493,0.285714
163381,244,897,0.000000
163382,243,2084,1.000000
163383,776,2255,0.000000
163384,897,1593,0.000000
163385,897,2255,0.000000
163386,1723,1929,0.090909
163387,1929,2255,0.000000
163388,244,1723,1.000000
163389,244,2084,0.705882
163390,244,2255,1.000000
163391,932,2255,1.000000
163392,1593,2084,1.000000
163393,1593,2255,1.000000
163394,1723,2084,1.000000
163395,1723,2255,0.600000
163396,2084,2255,1.000000
163397,377,829,0.000000
163398,1441,1985,0.500000
163399,1181,1525,0.000000
163400,1181,2262,0.000000
163401,1525,2262,0.333333
163402,293,2815,0.000000
163403,65,807,1.000000
163404,807,2815,0.000000
163405,293,807,1.000000
163406,293,1272,1.000000
163407,807,1272,1.000000
163408,175,561,0.000000
163409,329,561,1.000000
163410,175,1360,1.000000
163411,329,1360,0.000000
163412,175,2112,1.000000
163413,329,2112,0.000000
163414,176,1360,1.000000
163415,176,2112,1.000000
163416,2323,2553,0.733333
163417,2323,2483,0.111111
163418,684,1287,0.000000
163419,685,1287,1.000000
163420,684,1837,0.000000
163421,685,1837,1.000000
163422,1172,1287,1.000000
163423,1172,1805,0.333333
163424,1172,1837,1.000000
163425,1287,1805,0.000000
163426,1805,1837,0.000000
163427,1702,2062,0.000000
163428,1702,2852,1.000000
163429,2062,2852,0.000000
163430,454,1163,1.000000
163431,608,1164,0.500000
163432,1163,1972,0.000000
163433,1164,1165,0.000000
163434,214,1493,0.466667
163435,215,1493,0.000000
163436,214,2224,0.000000
163437,215,2224,0.000000
163438,590,686,1.000000
163439,590,775,0.333333
163440,686,775,0.423077
163441,686,901,0.000000
163442,775,1915,0.333333
163443,775,2532,0.000000
163444,901,2532,0.000000
163445,686,1915,0.500000
163446,686,2532,1.000000
163447,247,2248,1.000000
163448,272,2248,0.000000
163449,247,2314,0.000000
163450,272,2314,1.000000
163451,247,2351,0.000000
163452,272,2351,1.000000
163453,788,2314,0.318182
163454,788,2351,0.000000
163455,1527,2314,0.533333
163456,1527,2351,0.000000
163457,1767,2248,0.000000
163458,1767,2314,1.000000
163459,1767,2351,1.000000
163460,2248,2314,0.000000
163461,2314,2351,1.000000
163462,788,2248,1.000000
163463,1527,2248,1.000000
163464,308,495,0.285714
163465,532,668,1.000000
163466,668,1244,0.000000
163467,668,1539,0.000000
163468,1244,1539,1.000000
163469,165,1245,0.444444
163470,1245,1511,0.000000
163471,1511,1515,0.000000
163472,1245,1515,0.333333
163473,23,1494,0.000000
163474,107,641,0.555556
163475,619,641,0.428571
163476,16,90,0.000000
163477,16,133,0.000000
163478,90,1656,0.000000
163479,90,2329,0.000000
163480,16,2485,1.000000
163481,90,2582,0.000000
163482,133,1656,0.000000
163483,133,2329,0.000000
163484,133,2582,0.000000
163485,270,2485,0.000000
163486,1656,2485,1.000000
163487,2329,2485,1.000000
163488,2329,2582,0.555556
163489,2485,2582,1.000000
163490,1574,1666,0.137931
163491,959,2434,0.000000
163492,959,2811,1.000000
163493,2434,2811,0.500000
163494,959,2924,0.000000
163495,2434,2924,1.000000
163496,2811,2924,0.000000
163497,77,2065,0.000000
163498,413,2065,1.000000
163499,1798,2065,0.000000
163500,384,1405,0.600000
163501,600,973,0.600000
163502,73,807,1.000000
163503,73,839,0.000000
163504,73,1932,0.000000
163505,73,2091,0.111111
163506,73,2349,1.000000
163507,217,807,0.000000
163508,217,1932,0.227273
163509,226,839,0.200000
163510,226,1932,0.000000
163511,226,2091,0.111111
163512,807,839,0.000000
163513,807,1932,0.000000
163514,807,2091,0.000000
163515,2091,2349,0.333333
163516,226,807,1.000000
163517,226,1331,1.000000
163518,807,1331,1.000000
163519,807,2349,1.000000
163520,68,561,0.000000
163521,69,561,1.000000
163522,68,626,0.000000
163523,69,626,1.000000
163524,69,685,1.000000
163525,68,1172,1.000000
163526,69,1172,0.000000
163527,69,2273,0.055556
163528,70,561,1.000000
163529,70,1172,0.000000
163530,561,685,1.000000
163531,561,1172,0.000000
163532,561,2273,0.000000
163533,626,2273,0.000000
163534,685,2273,0.000000
163535,1440,1448,1.000000
163536,1448,2514,0.000000
163537,1260,1550,1.000000
163538,93,2249,1.000000
163539,53,840,0.000000
163540,110,840,1.000000
163541,217,840,1.000000
163542,537,1873,0.000000
163543,537,799,1.000000
163544,689,799,0.000000
163545,689,815,0.000000
163546,689,1476,0.000000
163547,799,1373,0.000000
163548,799,1873,0.000000
163549,815,1373,0.000000
163550,815,1873,0.000000
163551,1373,1476,0.000000
163552,1476,1873,0.000000
163553,664,1476,1.000000
163554,799,815,1.000000
163555,799,1476,1.000000
163556,815,1476,0.500000
163557,234,1398,0.000000
163558,1398,2750,0.666667
163559,1700,1954,0.000000
163560,1700,1998,1.000000
163561,1954,1998,0.000000
163562,1700,2225,0.000000
163563,72,683,0.166667
163564,22,1025,0.000000
163565,72,1025,0.000000
163566,139,1025,0.000000
163567,72,1805,1.000000
163568,139,1805,1.000000
163569,422,1850,1.000000
163570,672,1850,0.000000
163571,673,1850,0.000000
163572,959,1828,0.181818
163573,215,1790,1.000000
163574,215,1903,1.000000
163575,1657,1790,1.000000
163576,1657,1903,1.000000
163577,1190,1609,0.000000
163578,179,2238,0.000000
163579,179,2401,0.000000
163580,1296,1804,0.000000
163581,1738,1804,0.000000
163582,1804,1828,0.000000
163583,1296,1830,0.666667
163584,1804,1830,0.000000
163585,1296,2158,1.000000
163586,1804,2158,0.000000
163587,1804,2238,0.000000
163588,1804,2239,0.000000
163589,1804,2401,0.000000
163590,2158,2401,0.636364
163591,470,641,1.000000
163592,470,940,0.000000
163593,641,940,0.000000
163594,50,559,1.000000
163595,168,559,0.000000
163596,559,1213,0.000000
163597,559,667,1.000000
163598,811,1216,0.500000
163599,146,675,0.000000
163600,146,1813,0.000000
163601,146,2209,0.000000
163602,675,2209,1.000000
163603,146,2753,0.000000
163604,675,2753,1.000000
163605,1813,2209,1.000000
163606,1813,2753,1.000000
163607,2209,2753,1.000000
163608,507,683,0.000000
163609,683,1450,0.000000
163610,683,1451,0.000000
163611,114,1770,0.000000
163612,114,2273,1.000000
163613,1770,2273,0.700000
163614,839,1972,0.000000
163615,1375,2504,0.250000
163616,1375,2935,1.000000
163617,80,2119,0.000000
163618,334,1321,0.000000
163619,463,1321,0.000000
163620,334,800,1.000000
163621,544,1321,0.428571
163622,800,1321,0.000000
163623,463,800,1.000000
163624,338,2156,0.200000
163625,337,2155,0.700000
163626,337,2398,0.400000
163627,338,2398,1.000000
163628,439,474,0.000000
163629,474,935,0.000000
163630,474,1190,1.000000
163631,428,535,0.000000
163632,210,535,1.000000
163633,1650,2063,1.000000
163634,500,872,0.333333
163635,872,933,1.000000
163636,162,942,1.000000
163637,162,2064,0.200000
163638,87,1453,0.000000
163639,735,1453,0.600000
163640,1068,1453,0.000000
163641,1174,1453,1.000000
163642,1383,1453,0.363636
163643,1384,1453,0.000000
163644,1384,1542,0.045455
163645,1004,1384,0.500000
163646,697,1292,0.500000
163647,502,2317,1.000000
163648,697,2317,0.000000
163649,1292,1771,0.000000
163650,1771,2317,0.000000
163651,1143,1292,1.000000
163652,1143,2317,1.000000
163653,81,831,1.000000
163654,81,848,1.000000
163655,238,1698,0.000000
163656,245,848,0.000000
163657,245,1648,0.000000
163658,245,1698,0.347826
163659,831,1698,0.416667
163660,238,831,0.500000
163661,238,848,1.000000
163662,238,1648,1.000000
163663,650,831,0.333333
163664,650,848,1.000000
163665,831,848,1.000000
163666,978,1191,0.000000
163667,257,2318,0.000000
163668,696,2318,1.000000
163669,323,963,1.000000
163670,323,1858,0.000000
163671,183,1669,0.428571
163672,604,1669,0.333333
163673,604,2039,0.500000
163674,949,1216,0.285714
163675,306,2045,0.600000
163676,478,2045,1.000000
163677,796,949,1.000000
163678,949,1182,1.000000
163679,770,1165,0.000000
163680,425,1176,0.000000
163681,770,1176,0.000000
163682,425,1616,0.000000
163683,770,1616,0.000000
163684,770,1781,0.000000
163685,818,1165,1.000000
163686,818,1616,1.000000
163687,1165,1176,1.000000
163688,1165,1616,1.000000
163689,1165,1781,1.000000
163690,1176,1616,1.000000
163691,1176,1781,1.000000
163692,1616,1781,1.000000
163693,403,691,1.000000
163694,403,692,0.384615
163695,215,877,0.000000
163696,216,877,0.619048
163697,215,1099,1.000000
163698,215,1405,1.000000
163699,215,1546,1.000000
163700,215,1555,1.000000
163701,217,228,0.750000
163702,217,1546,0.000000
163703,217,1657,0.000000
163704,228,1099,0.000000
163705,228,1405,0.000000
163706,228,1555,0.000000
163707,228,1657,0.000000
163708,877,1099,0.000000
163709,877,1405,0.000000
163710,877,1546,0.166667
163711,1099,1546,1.000000
163712,1099,1657,1.000000
163713,1405,1546,1.000000
163714,1405,1657,1.000000
163715,1546,1555,1.000000
163716,1555,1657,1.000000
163717,441,719,0.000000
163718,1054,1809,0.250000
163719,916,1054,1.000000
163720,1355,2305,1.000000
163721,1355,2526,1.000000
163722,1355,2527,1.000000
163723,315,856,1.000000
163724,315,1560,1.000000
163725,315,2830,1.000000
163726,823,2830,0.000000
163727,856,2643,0.000000
163728,1560,2643,0.000000
163729,2643,2830,0.000000
163730,824,856,1.000000
163731,824,1560,1.000000
163732,824,2830,1.000000
163733,856,2830,0.454545
163734,375,1671,0.000000
163735,308,2694,1.000000
163736,1671,2694,0.000000
163737,27,875,0.000000
163738,28,875,0.000000
163739,29,875,0.500000
163740,255,875,0.285714
163741,875,1990,0.000000
163742,621,1537,0.000000
163743,71,340,0.000000
163744,71,932,0.000000
163745,14,1250,0.461538
163746,81,1250,0.090909
163747,340,1250,0.214286
163748,652,1250,0.277778
163749,71,1250,1.000000
163750,1250,1349,0.210526
163751,21,1174,0.000000
163752,347,2603,0.000000
163753,50,2690,1.000000
163754,51,2690,0.000000
163755,150,2690,0.000000
163756,271,615,0.093023
163757,271,1978,0.312500
163758,615,2690,0.000000
163759,1566,2690,0.000000
163760,1978,2690,0.000000
163761,667,2690,1.000000
163762,481,1591,0.666667
163763,1094,1591,0.000000
163764,481,1920,1.000000
163765,1094,1920,0.000000
163766,481,2115,1.000000
163767,481,2890,0.000000
163768,1591,2890,0.000000
163769,1920,2890,0.000000
163770,735,1911,0.153846
163771,1068,1911,0.000000
163772,1793,1911,0.500000
163773,606,859,1.000000
163774,859,1287,0.600000
163775,606,1161,1.000000
163776,1161,1287,0.000000
163777,606,1567,1.000000
163778,1287,1567,0.000000
163779,859,1161,0.545455
163780,859,1322,1.000000
163781,1161,1322,1.000000
163782,1161,1567,1.000000
163783,1322,1567,1.000000
163784,83,2150,0.333333
163785,1230,2150,0.187500
163786,1290,2208,1.000000
163787,44,2148,0.454545
163788,265,677,0.500000
163789,23,2235,0.000000
163790,833,2235,0.250000
163791,23,2719,1.000000
163792,833,2719,0.000000
163793,1650,2719,0.000000
163794,2235,2719,0.000000
163795,140,2719,1.000000
163796,1064,1108,0.333333
163797,20,2730,0.000000
163798,139,2730,0.166667
163799,253,2730,0.000000
163800,254,502,0.000000
163801,254,714,0.000000
163802,254,2730,1.000000
163803,502,2730,0.000000
163804,714,2730,0.000000
163805,253,714,0.250000
163806,233,1759,0.500000
163807,662,1952,0.000000
163808,687,1952,1.000000
163809,1759,1952,0.000000
163810,127,385,0.000000
163811,131,385,1.000000
163812,738,1354,0.000000
163813,637,770,0.750000
163814,637,1051,0.000000
163815,805,1091,1.000000
163816,1091,1331,0.000000
163817,400,2353,0.187500
163818,1304,2353,0.066667
163819,960,1813,0.000000
163820,1697,1813,0.000000
163821,1698,1813,0.000000
163822,170,213,0.190476
163823,213,735,0.000000
163824,213,2485,0.000000
163825,213,1782,0.588235
163826,117,579,1.000000
163827,117,1118,1.000000
163828,175,1118,0.000000
163829,579,1118,1.000000
163830,332,2865,1.000000
163831,333,2865,0.000000
163832,207,302,1.000000
163833,8,639,0.000000
163834,37,1025,1.000000
163835,915,1025,0.000000
163836,915,1277,1.000000
163837,37,1444,0.000000
163838,915,1444,1.000000
163839,37,2136,1.000000
163840,915,2136,0.000000
163841,1025,1277,0.000000
163842,1277,1444,1.000000
163843,1277,2136,0.000000
163844,1444,2136,0.000000
163845,1025,2136,1.000000
163846,248,1475,0.000000
163847,248,1735,0.000000
163848,1110,1658,0.000000
163849,1110,1950,0.000000
163850,1658,1950,1.000000
163851,1110,2259,1.000000
163852,1110,2664,1.000000
163853,1658,2664,0.000000
163854,1950,2259,0.000000
163855,1950,2664,0.000000
163856,2259,2664,1.000000
163857,395,535,0.466667
163858,641,924,0.000000
163859,641,2080,1.000000
163860,924,2080,0.000000
163861,193,305,0.000000
163862,193,365,0.111111
163863,305,365,1.000000
163864,305,410,0.000000
163865,305,1758,1.000000
163866,305,1896,0.000000
163867,325,365,1.000000
163868,365,410,0.000000
163869,365,1758,1.000000
163870,1758,1896,0.000000
163871,460,2487,1.000000
163872,1669,2487,0.000000
163873,1003,1547,0.000000
163874,1547,2001,1.000000
163875,1547,2350,1.000000
163876,2001,2350,1.000000
163877,2001,2486,1.000000
163878,2350,2486,1.000000
163879,98,537,0.538462
163880,166,1515,0.000000
163881,382,537,0.222222
163882,429,1515,0.000000
163883,383,537,1.000000
163884,383,1515,0.611111
163885,537,1515,1.000000
163886,957,1059,0.000000
163887,957,1215,1.000000
163888,1059,1215,0.000000
163889,957,1284,1.000000
163890,1059,1284,0.000000
163891,1059,1783,0.000000
163892,1215,1284,1.000000
163893,1215,1783,1.000000
163894,1284,1783,1.000000
163895,2067,2486,1.000000
163896,2067,2936,0.000000
163897,2486,2936,0.000000
163898,1665,1805,0.000000
163899,2534,2841,0.111111
163900,23,773,0.733333
163901,3,1525,0.000000
163902,20,1525,0.285714
163903,3,615,0.666667
163904,615,1525,0.000000
163905,15,1101,0.400000
163906,1371,2459,1.000000
163907,325,1910,1.000000
163908,330,1910,0.000000
163909,325,2858,0.000000
163910,330,2858,1.000000
163911,1910,2858,0.000000
163912,147,283,0.000000
163913,283,850,0.000000
163914,283,1054,1.000000
163915,147,1530,1.000000
163916,283,1530,0.000000
163917,850,1530,1.000000
163918,195,2641,0.000000
163919,274,2641,1.000000
163920,195,2701,0.000000
163921,274,2701,1.000000
163922,788,2641,0.000000
163923,788,2701,0.000000
163924,1055,2641,0.000000
163925,1055,2701,0.000000
163926,396,913,1.000000
163927,397,913,0.000000
163928,913,1198,0.470588
163929,913,2275,1.000000
163930,391,1907,0.000000
163931,675,1907,0.000000
163932,391,1053,1.000000
163933,675,1053,1.000000
163934,298,1570,1.000000
163935,601,779,0.000000
163936,601,2173,0.000000
163937,581,1600,1.000000
163938,1600,2501,0.000000
163939,142,1048,0.000000
163940,142,1953,0.000000
163941,142,2014,0.000000
163942,142,286,0.187500
163943,1438,1705,1.000000
163944,1438,2327,1.000000
163945,1675,2327,0.000000
163946,1438,2641,1.000000
163947,1675,2641,0.000000
163948,1676,2327,0.000000
163949,1676,2641,0.000000
163950,2327,2424,1.000000
163951,2424,2641,1.000000
163952,664,883,0.500000
163953,883,974,0.000000
163954,793,1235,0.000000
163955,793,2478,1.000000
163956,1235,2478,0.000000
163957,282,750,0.000000
163958,537,750,1.000000
163959,282,1558,0.235294
163960,537,1558,1.000000
163961,537,1833,1.000000
163962,750,1144,0.000000
163963,750,1833,1.000000
163964,1144,1558,0.000000
163965,1144,1833,0.200000
163966,1558,1833,1.000000
163967,425,579,0.250000
163968,425,1383,0.000000
163969,579,1383,0.833333
163970,425,1952,0.250000
163971,1267,1383,0.000000
163972,1383,1490,0.000000
163973,1383,1952,0.533333
163974,426,1952,0.250000
163975,1267,1952,1.000000
163976,1490,1952,1.000000
163977,1437,2345,1.000000
163978,147,781,1.000000
163979,147,2220,0.000000
163980,781,2220,0.000000
163981,147,1315,1.000000
163982,1315,2220,0.200000
163983,147,1316,1.000000
163984,1316,2220,0.125000
163985,147,1703,1.000000
163986,1703,2220,0.000000
163987,781,1315,1.000000
163988,781,1316,1.000000
163989,781,1703,1.000000
163990,122,356,1.000000
163991,356,839,0.000000
163992,356,1478,0.000000
163993,122,1876,1.000000
163994,122,2541,0.800000
163995,1478,1876,0.000000
163996,1478,2541,0.384615
163997,356,1876,1.000000
163998,356,2541,1.000000
163999,1876,2541,1.000000
164000,416,1075,0.375000
164001,538,1075,0.250000
164002,1003,1075,0.000000
164003,1075,1581,0.000000
164004,334,2361,0.000000
164005,334,2405,0.000000
164006,334,2629,0.000000
164007,2361,2629,1.000000
164008,2405,2629,1.000000
164009,604,1056,0.000000
164010,241,1575,0.000000
164011,243,1575,0.222222
164012,1194,2083,0.000000
164013,1272,2083,0.625000
164014,1707,2083,0.000000
164015,945,982,1.000000
164016,945,1167,0.000000
164017,982,1167,0.500000
164018,272,1490,0.333333
164019,232,1372,1.000000
164020,1372,1490,0.000000
164021,272,1372,1.000000
164022,17,923,0.000000
164023,217,923,0.200000
164024,641,753,0.357143
164025,641,1661,1.000000
164026,641,1662,1.000000
164027,753,1662,0.000000
164028,641,1953,0.400000
164029,1661,1953,0.000000
164030,1662,1953,0.000000
164031,377,684,0.000000
164032,95,990,1.000000
164033,684,990,0.000000
164034,95,1330,1.000000
164035,684,1330,0.428571
164036,684,2254,0.000000
164037,377,1330,1.000000
164038,990,1330,1.000000
164039,1330,2254,1.000000
164040,341,862,0.000000
164041,341,1480,0.000000
164042,862,2184,0.285714
164043,898,1480,1.000000
164044,429,857,0.000000
164045,217,222,0.000000
164046,222,475,0.000000
164047,217,647,1.000000
164048,222,647,0.000000
164049,475,647,1.000000
164050,62,1838,0.500000
164051,250,901,0.000000
164052,250,1838,0.192308
164053,901,1610,1.000000
164054,901,1838,1.000000
164055,1610,1838,1.000000
164056,30,232,0.000000
164057,30,764,1.000000
164058,30,1266,1.000000
164059,30,1563,1.000000
164060,30,2207,0.000000
164061,764,2207,0.000000
164062,31,935,1.000000
164063,935,984,0.500000
164064,355,1609,1.000000
164065,753,1609,0.142857
164066,396,1659,1.000000
164067,2250,2254,1.000000
164068,426,2018,0.000000
164069,132,2506,0.111111
164070,166,2506,1.000000
164071,189,2506,0.000000
164072,454,2506,0.000000
164073,973,2506,1.000000
164074,3,2040,1.000000
164075,616,2040,1.000000
164076,962,2040,0.000000
164077,765,962,0.583333
164078,34,111,0.166667
164079,1019,1270,0.000000
164080,1069,1270,1.000000
164081,1069,1362,1.000000
164082,1270,1362,1.000000
164083,1270,2125,0.000000
164084,1362,2125,0.000000
164085,544,835,0.000000
164086,544,2311,1.000000
164087,835,2311,0.000000
164088,67,753,0.000000
164089,67,897,1.000000
164090,753,898,0.000000
164091,753,1929,0.454545
164092,67,2037,1.000000
164093,753,2037,0.133333
164094,753,2299,0.000000
164095,241,2784,0.000000
164096,243,2784,0.000000
164097,1288,2784,1.000000
164098,209,365,0.571429
164099,209,489,0.428571
164100,365,489,0.000000
164101,365,492,0.000000
164102,365,561,0.000000
164103,365,1650,1.000000
164104,277,364,0.000000
164105,215,415,0.133333
164106,215,1505,0.000000
164107,277,1505,1.000000
164108,277,2100,1.000000
164109,279,1505,0.000000
164110,279,2100,0.000000
164111,364,415,0.000000
164112,364,1505,0.400000
164113,415,1505,1.000000
164114,415,2100,1.000000
164115,59,2063,1.000000
164116,495,537,1.000000
164117,495,664,1.000000
164118,664,1792,0.000000
164119,664,1004,0.166667
164120,212,715,0.000000
164121,715,1305,1.000000
164122,15,635,0.000000
164123,1407,2464,0.000000
164124,1513,2464,1.000000
164125,813,1785,1.000000
164126,244,1786,0.000000
164127,813,1786,1.000000
164128,244,2402,1.000000
164129,813,2402,0.000000
164130,934,1785,1.000000
164131,934,1786,1.000000
164132,934,2402,0.000000
164133,22,1174,0.250000
164134,1174,2008,1.000000
164135,2008,2142,0.125000
164136,54,323,0.000000
164137,323,922,1.000000
164138,2024,2615,1.000000
164139,1305,1595,1.000000
164140,328,1805,0.750000
164141,1305,1805,0.000000
164142,1595,1805,0.434783
164143,401,2349,0.000000
164144,250,505,0.000000
164145,505,1667,1.000000
164146,522,1880,0.500000
164147,522,1886,0.000000
164148,1880,1886,0.000000
164149,426,764,0.000000
164150,134,1091,0.000000
164151,214,1091,0.000000
164152,150,2465,0.500000
164153,666,879,0.000000
164154,728,879,1.000000
164155,666,880,1.000000
164156,728,880,0.000000
164157,666,1920,1.000000
164158,728,1920,0.000000
164159,666,1997,0.000000
164160,728,1997,1.000000
164161,666,2052,0.000000
164162,728,2052,1.000000
164163,879,1920,0.000000
164164,879,2052,1.000000
164165,880,2052,0.000000
164166,1920,1997,0.000000
164167,1920,2052,0.000000
164168,1997,2052,1.000000
164169,880,1920,1.000000
164170,230,1256,0.000000
164171,851,1256,0.000000
164172,458,1675,0.000000
164173,388,459,0.250000
164174,459,1675,0.000000
164175,829,1675,0.000000
164176,388,2249,0.333333
164177,388,2259,1.000000
164178,1675,2259,0.000000
164179,458,829,1.000000
164180,458,2249,0.100000
164181,458,2259,0.500000
164182,459,829,1.000000
164183,459,2249,1.000000
164184,459,2259,0.200000
164185,829,2249,1.000000
164186,829,2259,1.000000
164187,1546,2249,1.000000
164188,2249,2259,1.000000
164189,211,786,0.000000
164190,195,2251,1.000000
164191,410,2251,0.000000
164192,630,2251,0.000000
164193,31,2644,0.000000
164194,634,2644,0.266667
164195,587,781,0.125000
164196,587,1063,0.500000
164197,612,1038,0.000000
164198,612,1343,0.000000
164199,612,1345,1.000000
164200,707,2865,1.000000
164201,2865,2905,1.000000
164202,54,278,0.400000
164203,54,310,0.230769
164204,278,310,0.000000
164205,54,505,0.222222
164206,278,505,0.000000
164207,54,2038,0.000000
164208,278,2038,1.000000
164209,310,2038,0.000000
164210,505,2038,0.000000
164211,310,505,1.000000
164212,65,1279,0.307692
164213,80,1279,0.000000
164214,80,1338,0.000000
164215,271,1279,0.000000
164216,271,1338,0.000000
164217,272,1279,0.272727
164218,292,1338,0.727273
164219,73,577,0.000000
164220,426,577,0.000000
164221,73,836,0.000000
164222,426,836,0.117647
164223,73,903,0.000000
164224,73,904,0.000000
164225,577,1000,0.000000
164226,73,2613,1.000000
164227,577,2613,0.000000
164228,836,1000,0.125000
164229,836,1071,0.000000
164230,904,1000,0.000000
164231,904,2613,0.000000
164232,426,1000,0.400000
164233,426,1071,1.000000
164234,426,2613,1.000000
164235,1000,1071,1.000000
164236,1000,2613,1.000000
164237,1071,2613,1.000000
164238,356,868,0.000000
164239,623,717,0.500000
164240,717,769,0.000000
164241,717,1159,1.000000
164242,717,2354,0.750000
164243,769,1159,0.583333
164244,1159,1596,0.294118
164245,1596,2354,0.000000
164246,324,885,0.333333
164247,324,906,0.416667
164248,428,923,0.000000
164249,428,994,0.200000
164250,491,994,0.111111
164251,656,994,0.000000
164252,923,994,1.000000
164253,428,1302,0.636364
164254,923,1302,0.000000
164255,106,500,0.500000
164256,106,1457,1.000000
164257,2,207,0.000000
164258,207,220,1.000000
164259,207,765,0.000000
164260,2,881,0.500000
164261,207,881,0.000000
164262,2,2729,0.166667
164263,2,2730,0.000000
164264,220,881,0.000000
164265,220,2729,1.000000
164266,220,2730,1.000000
164267,765,2729,0.000000
164268,765,2730,0.000000
164269,881,2729,0.000000
164270,881,2730,0.000000
164271,765,881,1.000000
164272,212,1321,0.000000
164273,1321,1923,0.000000
164274,1136,1190,0.235294
164275,673,1086,0.777778
164276,673,2222,0.600000
164277,1075,2222,0.000000
164278,1086,2222,1.000000
164279,97,658,0.000000
164280,23,1928,1.000000
164281,139,1928,0.000000
164282,658,1605,0.000000
164283,1605,1928,0.000000
164284,140,1928,1.000000
164285,74,164,0.176471
164286,127,164,0.157895
164287,249,957,1.000000
164288,249,1531,0.000000
164289,249,1783,0.000000
164290,249,1693,1.000000
164291,225,1258,0.600000
164292,502,1258,0.000000
164293,225,2510,1.000000
164294,502,2510,1.000000
164295,81,867,0.000000
164296,465,1940,1.000000
164297,650,867,0.000000
164298,650,1940,0.000000
164299,651,867,1.000000
164300,651,1940,1.000000
164301,652,867,0.000000
164302,652,1940,0.125000
164303,1349,1940,1.000000
164304,409,649,0.300000
164305,409,719,0.416667
164306,409,772,0.333333
164307,409,955,0.000000
164308,325,1109,0.000000
164309,409,1109,1.000000
164310,409,1132,1.000000
164311,409,1923,0.461538
164312,649,1109,1.000000
164313,649,1923,0.315789
164314,719,772,0.769231
164315,719,1109,1.000000
164316,719,1923,0.000000
164317,772,955,0.000000
164318,772,1109,1.000000
164319,772,1923,0.000000
164320,955,1132,0.000000
164321,1109,1132,1.000000
164322,1132,1923,0.000000
164323,908,1035,0.000000
164324,908,2080,1.000000
164325,1035,2080,0.000000
164326,28,2013,0.000000
164327,1067,2013,0.000000
164328,1990,2013,0.000000
164329,255,2013,1.000000
164330,405,653,0.200000
164331,405,818,0.000000
164332,653,818,0.333333
164333,405,1761,1.000000
164334,818,1761,0.333333
164335,778,1019,0.000000
164336,23,2149,0.000000
164337,778,2149,0.000000
164338,778,1566,0.125000
164339,127,222,0.000000
164340,127,455,1.000000
164341,222,556,0.600000
164342,127,1644,1.000000
164343,222,1644,0.000000
164344,232,352,0.285714
164345,352,455,0.000000
164346,455,556,0.000000
164347,556,1644,0.000000
164348,455,1644,1.000000
164349,230,936,0.250000
164350,884,1310,0.000000
164351,985,1310,0.000000
164352,1135,1310,1.000000
164353,1187,1310,0.000000
164354,1310,1775,0.000000
164355,785,2455,0.000000
164356,785,2708,1.000000
164357,74,212,0.000000
164358,76,212,0.000000
164359,74,1585,0.000000
164360,76,1585,0.000000
164361,212,1858,1.000000
164362,446,2927,0.000000
164363,649,2927,0.200000
164364,446,1635,1.000000
164365,738,1635,0.500000
164366,809,2927,0.000000
164367,1635,2927,0.000000
164368,649,1635,0.714286
164369,809,1635,1.000000
164370,326,453,0.142857
164371,328,453,1.000000
164372,326,506,0.142857
164373,326,508,1.000000
164374,326,1002,1.000000
164375,328,1002,0.333333
164376,326,1493,1.000000
164377,453,506,1.000000
164378,453,508,0.000000
164379,453,1493,0.000000
164380,453,1792,0.000000
164381,506,1493,0.000000
164382,508,1493,1.000000
164383,1002,1493,1.000000
164384,1493,1792,1.000000
164385,303,775,1.000000
164386,375,775,0.250000
164387,496,775,1.000000
164388,27,1673,1.000000
164389,1673,1957,0.000000
164390,73,869,0.833333
164391,1386,1661,0.000000
164392,1386,1662,0.000000
164393,33,39,0.333333
164394,39,664,0.000000
164395,33,2633,1.000000
164396,39,2633,0.000000
164397,664,2633,0.125000
164398,401,848,0.000000
164399,401,1594,0.000000
164400,401,1711,0.000000
164401,415,1711,1.000000
164402,416,1207,1.000000
164403,416,1594,1.000000
164404,416,1711,1.000000
164405,848,1207,1.000000
164406,848,1224,1.000000
164407,848,1350,0.000000
164408,848,1594,0.285714
164409,848,1711,1.000000
164410,1207,1224,1.000000
164411,1207,1405,1.000000
164412,1207,1711,1.000000
164413,1224,1350,0.000000
164414,1224,1711,1.000000
164415,1350,1711,0.000000
164416,1405,1594,1.000000
164417,1405,1711,1.000000
164418,1594,1711,1.000000
164419,645,766,0.000000
164420,645,888,0.000000
164421,766,888,1.000000
164422,888,1264,0.000000
164423,169,2212,1.000000
164424,1821,1949,0.000000
164425,1949,2150,1.000000
164426,1821,2344,0.000000
164427,1949,2344,1.000000
